gene,Z40dpf_MTB,Z40dpf_MT,Z60_dpf_MTB,Z60dpf_MT,ZEM_32,combined_adjpval
gene-LOC100329816|LOC100329816,NA,0.001483087,NA,5.00E-07,NA,4.37E-08
gene-LOC100332745|LOC100332745,NA,0.002253988,NA,6.75E-12,0.998285831,2.55E-11
gene-LOC101884963|LOC101884963,NA,NA,NA,NA,NA,NA
gene-LOC100004921|LOC100004921,NA,5.03E-05,0.134539571,1.75E-15,NA,0
gene-LOC110439785|LOC110439785,NA,NA,NA,NA,NA,NA
gene-LOC100004978|LOC100004978,0.692109919,3.29E-05,0.367660249,0.000263911,0.998285831,4.02E-05
gene-si:dkey-194g4.1|si:dkey-194g4.1,0.98406589,0.393597019,0.600382882,0.404265638,0.998285831,0.999999923
gene-LOC110437782|LOC110437782,0.803961101,7.04E-09,0.380251289,1.97E-06,0.998285831,7.00E-10
gene-LOC108185170|LOC108185170,0.777549947,0.015780194,0.987484681,0.628645739,0.998285831,0.610749887
gene-LOC100330143|LOC100330143,0.761167871,0.082476442,0.901832194,0.038090447,0.998285831,0.377130485
gene-LOC100005071|LOC100005071,NA,0.265576158,NA,0.052317498,0.998285831,0.291204713
gene-LOC110439784|LOC110439784,NA,7.57E-09,NA,1.14E-07,NA,1.05E-13
gene-LOC110438559|LOC110438559,NA,0.206770786,NA,0.183374671,NA,0.23997619
gene-LOC108189345|LOC108189345,NA,0.117978246,0.023962766,3.23E-18,0.998285831,4.08E-16
gene-LOC108189470|LOC108189470,NA,NA,NA,0.378609786,NA,0.513760788
gene-LOC108189376|LOC108189376,NA,NA,NA,0.351681777,NA,0.482017473
gene-LOC110438560|LOC110438560,NA,1.13E-12,0.912930835,0.011571972,NA,2.04E-11
gene-LOC100537170|LOC100537170,NA,0.615002851,0.663098222,0.23982683,NA,0.749898751
gene-LOC100330009|LOC100330009,NA,0.010616199,NA,3.42E-05,NA,1.33E-05
gene-LOC101886102|LOC101886102,NA,0.545520393,NA,0.028930428,0.998285831,0.313142983
gene-LOC100330441|LOC100330441,NA,0.000261129,0.346033452,0.452134405,0.998285831,0.0170087
gene-LOC110438568|LOC110438568,NA,NA,NA,NA,NA,NA
gene-LOC103911961|LOC103911961,NA,4.25E-05,NA,2.72E-08,0.998285831,1.35E-09
gene-itln1|itln1,NA,1.33E-07,0.986848287,3.13E-11,0.998285831,1.60E-13
gene-pcdh7a|pcdh7a,0.001353014,0.032077126,0.128662812,2.00E-06,0.998285831,5.59E-07
gene-hgsnat|hgsnat,0.943411083,0.015371923,0.68213448,0.000355918,0.998285831,0.009402836
gene-pi4k2b|pi4k2b,0.577612769,8.44E-06,0.160963869,3.27E-41,0.998285831,0
gene-dlc1|dlc1,0.137496052,4.59E-34,0.038429345,8.15E-14,0.998285831,0
gene-sgcz|sgcz,0.839107287,0.770818968,0.389125117,0.451072262,0.998285831,0.999999923
gene-tusc3|tusc3,0.000141824,0.183971467,0.12028293,0.000981448,0.998285831,5.22E-05
gene-LOC794952|LOC794952,0.028513106,0.032851034,0.724435171,0.026370145,0.998285831,0.027381916
gene-micu3a|micu3a,0.873234523,0.944799911,0.91586149,0.307970839,0.998285831,0.999999923
gene-fgf20a|fgf20a,0.652093742,NA,0.653366585,0.328251787,0.998285831,0.999999923
gene-vps37a|vps37a,0.471464134,0.108606714,0.466460532,0.002156817,0.998285831,0.052791854
gene-LOC110439786|LOC110439786,0.792280597,0.025992166,0.998106232,1.23E-07,NA,8.95E-06
gene-mtmr7b|mtmr7b,0.103691299,1.65E-08,0.891404116,5.85E-16,0.998285831,0
gene-mtus1b|mtus1b,0.693592295,0.968564648,0.921031179,0.060375692,0.998285831,0.922777234
gene-LOC103912018|LOC103912018,0.716435842,0.003054926,0.873322144,0.006512262,0.998285831,0.021701552
gene-LOC110439707|LOC110439707,NA,0.756283693,0.131728166,0.148400912,0.998285831,0.5299639
gene-pcm1|pcm1,0.637381482,6.56E-05,0.009911773,2.95E-14,0.998285831,8.63E-15
gene-asah1b|asah1b,0.870324783,2.74E-39,0.934219315,1.06E-51,0.998285831,0
gene-frg1|frg1,0.065323272,0.000109429,0.39930955,0.023634674,0.998285831,0.000552848
gene-fat1a|fat1a,0.622957318,9.72E-07,7.10E-05,8.70E-06,0.998285831,8.46E-11
gene-casp3a|casp3a,0.83210742,8.01E-08,0.906894628,6.46E-24,0.998285831,0
gene-helt|helt,0.736629551,2.01E-08,0.003369348,0.021230689,0.998285831,7.83E-08
gene-slc25a4|slc25a4,0.821790928,0.000115597,0.772754039,1.39E-08,0.998285831,7.59E-08
gene-si:ch211-197n1.2|si:ch211-197n1.2,0.457462484,0.000190468,0.068429034,7.38E-18,0.998285831,0
gene-acsl1a|acsl1a,0.433900249,0.002566578,0.000155414,0.217760328,0.998285831,0.00035728
gene-cfap97|cfap97,0.375506616,0.351095742,0.157131693,8.44E-14,0.998285831,3.25E-10
gene-pdlim3a|pdlim3a,NA,0.015450537,0.983882495,7.12E-06,0.998285831,0.000191874
gene-ufsp2|ufsp2,0.01567914,0.094843407,0.440175852,0.000533508,0.998285831,0.00185658
gene-ankrd37|ankrd37,0.963051884,2.30E-32,0.282762408,5.94E-17,0.998285831,0
gene-tlr3|tlr3,NA,NA,1.65E-07,NA,0.092031591,7.23E-07
gene-cyp4v8|cyp4v8,NA,NA,NA,NA,0.999052375,0.999999923
gene-LOC101885541|LOC101885541,NA,NA,NA,NA,NA,NA
gene-LOC101885801|LOC101885801,NA,NA,NA,NA,NA,NA
gene-LOC101885905|LOC101885905,NA,0.206770786,NA,0.081240751,0.998285831,0.324303469
gene-mtnr1aa|mtnr1aa,0.306752014,1.83E-06,0.895011194,4.80E-08,0.998285831,3.13E-09
gene-sorbs2a|sorbs2a,0.734228443,1.27E-08,0.000437858,7.58E-06,0.998285831,9.48E-12
gene-si:dkey-192k22.2|si:dkey-192k22.2,0.230585509,0.00606241,0.762065375,0.004714747,0.998285831,0.011939392
gene-klhl5|klhl5,NA,0.429713551,NA,0.349417992,0.998285831,0.866734426
gene-fam114a1|fam114a1,0.295195093,0.181657763,0.534921019,0.117222602,0.998285831,0.453139332
gene-klf3|klf3,0.838734372,8.83E-07,0.005499975,2.29E-07,0.998285831,1.88E-10
gene-tbc1d1|tbc1d1,0.669924986,NA,0.627872029,0.699879443,0.998285831,0.999999923
gene-si:dkey-167i21.2|si:dkey-167i21.2,0.696957372,1.51E-16,0.011776496,3.43E-08,1.13E-13,0
gene-pgm2|pgm2,0.758350503,1.23E-36,0.047508855,2.87E-18,0.998285831,0
gene-LOC100535985|LOC100535985,NA,0.250908962,NA,0.007774397,0.998285831,0.083959694
gene-slc25a51a|slc25a51a,0.256104124,4.19E-05,0.706175141,2.44E-05,0.998285831,5.56E-06
gene-zgc:195282|zgc:195282,0.659781961,0.004301307,0.989522096,0.060927969,0.998285831,0.106219407
gene-LOC101886347|LOC101886347,0.863578721,0.000116399,0.73130537,1.57E-43,0.998285831,0
gene-rnf38|rnf38,0.000841714,0.000386668,5.38E-07,2.38E-15,0.998285831,0
gene-limch1a|limch1a,0.865294108,0.002617067,0.24374613,2.60E-08,0.999052375,6.88E-07
gene-exosc9|exosc9,0.009339908,7.07E-31,0.033819905,4.55E-45,0.998285831,0
gene-ptpn9b|ptpn9b,0.412802703,3.66E-13,0.976281215,3.13E-09,0.998285831,4.08E-16
gene-si:dkeyp-118a3.2|si:dkeyp-118a3.2,NA,0.980183801,NA,0.026191375,0.998285831,0.408672873
gene-tyrp1b|tyrp1b,0.630838281,1.01E-07,0.401050091,1.80E-08,0.998285831,1.01E-10
gene-rbm47|rbm47,0.626641603,4.39E-107,0.10654346,3.73E-67,0.998285831,0
gene-lap3|lap3,0.866600312,3.18E-14,0.012075754,1.52E-38,0.998285831,0
gene-ptprdb|ptprdb,0.165990077,0.380856991,2.43E-06,8.14E-06,0.998285831,9.00E-08
gene-LOC108190005|LOC108190005,NA,NA,0.885370841,NA,0.998285831,0.999999923
gene-clrn2|clrn2,NA,NA,NA,0.143718707,0.998285831,0.564706093
gene-si:dkey-245p14.4|si:dkey-245p14.4,0.935638836,NA,0.985487513,NA,0.998285831,0.999999923
gene-kitb|kitb,0.770862923,0.000621143,0.574918066,0.184615667,0.998285831,0.052373149
gene-clockb|clockb,0.374146165,1.24E-11,0.192070117,6.03E-50,0.998285831,0
gene-smc2|smc2,0.12939446,0.012730425,0.000694708,8.44E-06,0.998285831,4.96E-07
gene-fbxo10|fbxo10,0.915561304,0.291376473,0.1274498,0.137682722,0.998285831,0.513966968
gene-polr1e|polr1e,0.860645916,5.66E-20,0.026927281,2.31E-47,0.998285831,0
gene-kiaa0368|kiaa0368,0.417016908,1.80E-09,0.325609365,2.48E-27,0.998285831,0
gene-apela|apela,NA,0.004579936,0.7202723,2.16E-12,0.998285831,1.36E-10
gene-LOC100536104|LOC100536104,NA,NA,0.679797963,NA,0.998285831,0.999999923
gene-tmem192|tmem192,0.486011041,4.88E-40,0.91772864,3.49E-36,0.801201632,0
gene-march1|march1,0.718785429,NA,0.231572643,0.318043727,0.893656997,0.798022638
gene-tma16|tma16,0.720165482,9.50E-05,0.869764919,1.85E-18,0.998285831,0
gene-si:ch211-42i9.8|si:ch211-42i9.8,0.499316853,0.000272334,0.640444795,2.70E-10,0.998285831,3.07E-09
gene-zbtb5|zbtb5,0.772702397,0.012193818,0.970331975,3.28E-07,0.998285831,5.11E-05
gene-grhprb|grhprb,NA,0.864101122,NA,1.60E-05,0.998285831,0.00202044
gene-si:dkey-82j4.2|si:dkey-82j4.2,0.895124741,0.014932954,0.973612328,0.038865646,0.998285831,0.190009291
gene-LOC101882573|LOC101882573,NA,0.479001524,0.205296805,0.273720624,0.998285831,0.666562363
gene-mettl14|mettl14,0.677811918,0.00037011,0.687428992,6.43E-12,0.998285831,2.19E-10
gene-apbb2b|apbb2b,0.258984683,3.54E-07,0.840341618,5.42E-11,0.998285831,1.61E-12
gene-prss12|prss12,NA,0.434074691,0.891386323,0.135297451,0.998285831,0.820380449
gene-ndst3|ndst3,0.601780563,0.437829101,0.443078719,0.229747537,0.998285831,0.864963605
gene-ugt8|ugt8,0.193643709,0.559069283,0.687017874,0.580501721,0.998285831,0.945890706
gene-tll1|tll1,NA,0.013882839,0.856079522,0.030013102,0.998285831,0.071971005
gene-spock3|spock3,0.104331673,0.000133644,0.597466643,1.94E-07,0.998285831,1.12E-07
gene-msmo1|msmo1,1.30E-05,1.32E-11,0.028557007,0.002041068,0.998285831,7.09E-15
gene-LOC101882260|LOC101882260,0.104082346,NA,0.000109182,NA,0.998285831,0.001726669
gene-klhl2|klhl2,0.849854769,0.604120822,0.92512228,0.336009725,0.998285831,0.999999923
gene-cpe|cpe,0.814333328,0.000232845,0.404413165,2.29E-10,0.998285831,2.38E-09
gene-npy1r|npy1r,NA,NA,0.956583884,NA,NA,0.999999923
gene-med28|med28,NA,0.130052877,NA,NA,0.998285831,0.532751642
gene-si:dkey-253i9.4|si:dkey-253i9.4,0.304944027,0.001429186,0.732516276,0.584609542,0.998285831,0.111473769
gene-tmem144a|tmem144a,NA,NA,NA,NA,NA,NA
gene-glrba|glrba,NA,0.991553105,NA,0.375450898,0.9991333,0.999999923
gene-wdr19|wdr19,0.690950338,0.878281938,0.979885417,0.277935358,0.998285831,0.999999923
gene-primpol|primpol,NA,4.22E-06,NA,0.336835696,0.998285831,0.000312543
gene-ncapd3|ncapd3,NA,0.564194227,0.900472685,0.614589227,0.998285831,0.999999923
gene-adamtsl7|adamtsl7,NA,NA,0.510628056,NA,0.998285831,0.999999923
gene-LOC103908753|LOC103908753,NA,0.934855284,NA,0.307968898,0.998285831,0.999999923
gene-gria2a|gria2a,0.21413848,0.782579391,0.163079275,0.669382538,0.998285831,0.790498834
gene-zcchc7|zcchc7,0.014466178,0.015880623,0.742767688,2.64E-27,0.998285831,0
gene-melk|melk,0.88016159,8.40E-15,0.179102607,1.20E-39,0.998285831,0
gene-pax5|pax5,0.494400356,0.255239979,0.917951693,1.26E-05,0.998463915,0.005131812
gene-frmpd1|frmpd1,0.365009396,1.37E-12,0.600275295,1.49E-32,0.998285831,0
gene-kdm4c|kdm4c,0.022840762,0.049752475,NA,1.17E-16,NA,4.08E-16
gene-LOC108190615|LOC108190615,NA,7.13E-05,NA,3.48E-25,0.998285831,0
gene-si:ch73-380n15.2|si:ch73-380n15.2,NA,NA,0.914345745,0.30856798,0.998285831,0.999999923
gene-chrnb3a|chrnb3a,0.658905349,0.232009188,0.253225782,7.97E-08,0.998285831,5.22E-05
gene-LOC110439140|LOC110439140,NA,0.028709254,NA,0.019407852,0.998285831,0.034727831
gene-LOC103908754|LOC103908754,NA,NA,NA,NA,NA,NA
gene-dnah6|dnah6,0.637769801,1.55E-08,0.092807665,3.15E-103,0.998285831,0
gene-chrna6|chrna6,0.868151899,NA,0.975398334,NA,0.998285831,0.999999923
gene-chrnb2a|chrnb2a,NA,0.391585322,0.828941739,0.000233021,0.998285831,0.025999389
gene-fgfbp1b|fgfbp1b,NA,0.941688164,0.001112037,0.912454192,0.998285831,0.13131577
gene-fgfbp2b|fgfbp2b,NA,0.288452181,NA,0.964910561,0.071190782,0.355542953
gene-zmynd10|zmynd10,NA,1.12E-11,0.824506291,1.27E-12,0.998285831,0
gene-anxa5b|anxa5b,0.797260479,0.128218977,0.118872124,2.23E-28,0.998285831,0
gene-uchl1|uchl1,6.37E-15,6.96E-25,0.01333658,5.85E-59,0.998285831,0
gene-prom1b|prom1b,0.385140644,0.875966354,0.467013368,0.325777153,0.998285831,0.972701728
gene-tapt1b|tapt1b,0.627819273,0.52473468,0.727750735,0.993492274,0.998285831,0.999999923
gene-ldb2b|ldb2b,0.956814567,NA,0.624878633,NA,0.998285831,0.999999923
gene-qdprb1|qdprb1,0.929548879,1.81E-07,0.260715271,0.088005841,0.998285831,6.22E-05
gene-gtf2e2|gtf2e2,2.10E-05,0.457839508,0.160492493,0.485383697,0.998285831,0.003204935
gene-si:dkey-92j12.6|si:dkey-92j12.6,0.002509188,0.99182187,0.029658991,NA,0.998285831,0.025566447
gene-si:dkey-92j12.5|si:dkey-92j12.5,0.789670632,9.73E-11,0.035290088,0.000870696,0.998285831,4.22E-10
gene-adgrl3.1|adgrl3.1,0.559555444,0.374332245,0.185608596,0.032552607,0.998285831,0.297317249
gene-rfc1|rfc1,0.087801465,1.11E-63,0.708067499,8.78E-139,0.998285831,0
gene-lias|lias,0.611131946,0.942733158,0.47842795,0.882949214,0.998285831,0.999999923
gene-LOC108190011|LOC108190011,NA,NA,NA,NA,0.998285831,0.999999923
gene-ugdh|ugdh,0.625517394,9.43E-08,0.779240422,1.29E-15,0.998285831,0
gene-smim14|smim14,0.20541494,4.77E-17,0.830229946,2.97E-67,0.998285831,0
gene-rpl9|rpl9,0.000939471,0.615931844,0.011102102,0.000308904,0.998285831,3.69E-05
gene-rhoh|rhoh,NA,0.26300514,0.975766456,0.104323268,0.998285831,0.6654374
gene-LOC110439258|LOC110439258,NA,0.218926379,NA,0.149282995,0.998285831,0.462469019
gene-LOC101886843|LOC101886843,NA,0.250116123,NA,NA,0.998285831,0.756998885
gene-LOC108190012|LOC108190012,NA,NA,NA,NA,NA,NA
gene-LOC101886711|LOC101886711,NA,NA,0.198760675,NA,0.998285831,0.674758477
gene-ube2kb|ube2kb,0.378339692,1.19E-10,0.726267156,3.35E-28,0.998285831,0
gene-pds5a|pds5a,0.005580802,1.00E-10,0.942833098,2.67E-13,0.998285831,0
gene-LOC110439257|LOC110439257,NA,0.590773101,NA,NA,0.998285831,0.999999923
gene-si:dkeyp-26a9.2|si:dkeyp-26a9.2,NA,0.050036378,NA,0.779999289,0.998285831,0.504149729
gene-n4bp2|n4bp2,0.971185275,2.80E-46,0.460626826,3.74E-21,0.998285831,0
gene-fam184b|fam184b,0.926423295,0.141869744,0.060557419,0.055583782,0.998285831,0.17713498
gene-LOC108190619|LOC108190619,NA,NA,NA,NA,NA,NA
gene-lcorl|lcorl,0.969813571,0.456196263,2.22E-15,1.21E-13,0.998285831,0
gene-ncapg|ncapg,0.714343819,0.214744265,0.733949127,0.135835672,0.998285831,0.754025797
gene-slit2|slit2,0.865952782,0.288747684,0.937230482,3.03E-09,0.998285831,1.64E-05
gene-mir218a-2|mir218a-2,NA,NA,NA,NA,NA,NA
rna-mir218a-2,NA,NA,NA,NA,NA,NA
gene-im:7138144|im:7138144,0.502800275,0.989789113,6.06E-05,0.279232268,0.998285831,0.016837703
gene-LOC108190014|LOC108190014,NA,NA,0.131728166,NA,0.998285831,0.536784447
gene-LOC103908771|LOC103908771,NA,NA,NA,NA,0.998285831,0.999999923
gene-mab21l2|mab21l2,0.07200163,0.174369096,0.088313917,0.967488151,0.998285831,0.275424191
gene-sh3d19|sh3d19,NA,0.153380228,NA,NA,0.998285831,0.586226476
gene-LOC103908775|LOC103908775,NA,NA,NA,NA,NA,NA
gene-fam160a1a|fam160a1a,0.840963902,5.37E-06,0.006503106,1.37E-06,0.998285831,4.87E-09
gene-gatb|gatb,0.882431589,3.45E-06,0.423834364,0.010915054,0.998285831,0.000169008
gene-dctpp1|dctpp1,0.091281458,1.84E-35,0.391151051,1.46E-124,0.998285831,0
gene-LOC101882397|LOC101882397,NA,0.015808385,NA,0.937923625,0.998285831,0.302201354
gene-rps3a|rps3a,0.137753437,0.176069182,2.27E-20,0.003050921,0.998285831,0
gene-tmem154|tmem154,0.937401684,7.84E-10,0.959710229,3.28E-13,0.998285831,4.08E-16
gene-mnd1|mnd1,0.126333529,3.90E-22,0.098586655,1.14E-58,0.998285831,0
gene-fbxw7|fbxw7,0.915343349,7.78E-16,0.875502297,6.40E-23,0.998285831,0
gene-trim2a|trim2a,0.244734593,0.017309334,0.756916858,5.58E-07,0.998285831,3.40E-05
gene-tmem131l|tmem131l,2.05E-06,8.62E-09,0.176649217,6.39E-29,0.998285831,0
gene-fhdc1|fhdc1,0.729076416,NA,0.955932419,NA,0.998285831,0.999999923
gene-LOC101882989|LOC101882989,NA,0.517691268,NA,0.957404849,NA,0.992991888
gene-si:dkey-30k22.10|si:dkey-30k22.10,NA,0.121102391,NA,0.000120339,NA,0.000368284
gene-sfrp2|sfrp2,0.976889229,0.059452486,0.11228396,3.41E-05,0.998285831,0.001339095
gene-arfip1|arfip1,0.517256911,2.60E-22,0.2614192,1.40E-21,0.843418218,0
gene-dchs2|dchs2,0.414406353,0.869261177,0.030624215,0.100884516,0.998285831,0.280206747
gene-fgg|fgg,0.000356347,0.4895935,NA,0.202419352,0.998285831,0.015358483
gene-LOC100537259|LOC100537259,NA,NA,0.909925245,NA,NA,0.999999923
gene-LOC110439814|LOC110439814,NA,NA,0.20880622,NA,NA,0.302576723
gene-lrata|lrata,0.524664841,0.000707262,0.503163064,1.63E-08,0.998285831,1.90E-07
gene-npy2r|npy2r,NA,NA,0.814540649,NA,0.998285831,0.999999923
gene-map9|map9,0.704263457,1.53E-24,0.339804949,2.27E-85,0.998285831,0
gene-plrg1|plrg1,0.450305526,4.48E-11,0.260326817,2.74E-25,0.998285831,0
gene-gucy1a3|gucy1a3,0.927736048,NA,NA,7.39E-13,0.998285831,8.39E-10
gene-fabp2|fabp2,0.007088097,0.023116387,0.97397449,NA,0.998285831,0.042842223
gene-gucy1b3|gucy1b3,0.797299329,5.94E-13,0.75761182,1.77E-06,0.998285831,3.00E-13
gene-synpo2b|synpo2b,NA,0.29510843,0.59399357,0.166662062,0.998285831,0.685702737
gene-myoz2b|myoz2b,0.711549507,6.38E-07,0.659123932,0.027986692,0.998285831,0.000113515
gene-usp53b|usp53b,0.01297998,1.06E-09,0.349097381,7.46E-15,0.998285831,0
gene-si:ch211-145b13.5|si:ch211-145b13.5,0.000255384,0.368972877,0.021647751,0.113214363,0.998285831,0.001376106
gene-si:ch211-145b13.6|si:ch211-145b13.6,0.194037669,0.007005959,0.348277174,0.020319951,0.998285831,0.018369142
gene-gpank1|gpank1,0.715357175,4.34E-19,0.970192962,7.92E-14,0.998285831,0
gene-mxd4|mxd4,0.377118438,1.03E-87,0.388432684,3.17E-131,0.998285831,0
gene-pdcd4a|pdcd4a,0.724240666,2.38E-09,0.000426069,0.279850477,0.998285831,1.96E-08
gene-toporsa|toporsa,0.001798101,0.669692116,0.661212874,0.883826917,0.998285831,0.224384455
gene-ndufb6|ndufb6,0.000330084,1.26E-12,0.031027756,1.41E-20,0.998285831,0
gene-mtap|mtap,0.000312508,0.001032458,0.317473257,3.21E-09,0.998285831,7.57E-11
gene-cdkn2a/b|cdkn2a/b,0.043001087,1.16E-07,0.791527149,5.05E-18,0.998285831,0
gene-cxxc4|cxxc4,0.636569775,0.296218111,0.987655449,0.000181773,0.998285831,0.040822545
gene-ppa2|ppa2,0.005966254,8.17E-07,0.791618231,0.187295067,0.998285831,1.66E-05
gene-arhgef38|arhgef38,NA,0.072596547,0.126635845,0.102678068,0.998285831,0.130370438
gene-tet2|tet2,0.966869744,9.09E-05,0.434942896,3.92E-07,0.998285831,7.13E-07
gene-g3bp2|g3bp2,0.763119673,1.71E-36,0.91144397,8.52E-33,0.998285831,0
gene-ints12|ints12,0.122672338,1.35E-51,0.286791911,2.05E-132,0.998285831,0
gene-LOC108185367|LOC108185367,NA,0.010406844,0.904269852,5.07E-08,0.998285831,2.21E-06
gene-uso1|uso1,0.955511859,4.25E-61,0.002929492,1.81E-113,0.998285831,0
gene-coro2a|coro2a,0.739356584,0.083765116,0.959991347,7.49E-05,0.998285831,0.011007793
gene-si:dkey-25o16.4|si:dkey-25o16.4,0.054931574,9.61E-14,0.08070052,3.63E-59,0.998285831,0
gene-anp32b|anp32b,0.079993116,2.06E-117,0.111329212,3.93E-136,0.998285831,0
gene-si:dkey-25o16.2|si:dkey-25o16.2,0.281080206,3.11E-09,0.555145995,1.33E-12,0.998285831,4.08E-16
gene-trmo|trmo,0.056917538,1.70E-21,0.663170638,1.17E-79,0.998285831,0
gene-sh3gl2a|sh3gl2a,0.044514138,3.96E-22,1.96E-12,1.67E-39,0.998285831,0
gene-cntln|cntln,0.181597988,5.22E-12,0.617305905,7.33E-05,0.998285831,1.26E-11
gene-LOC110439825|LOC110439825,NA,NA,NA,NA,NA,NA
gene-si:ch211-76m11.7|si:ch211-76m11.7,NA,0.946577324,NA,0.018126748,0.998285831,0.328134218
gene-bnc2|bnc2,0.881229401,0.000948433,0.118219631,0.004215945,0.998285831,0.002107541
gene-LOC101882912|LOC101882912,NA,NA,NA,NA,NA,NA
gene-dnajb14|dnajb14,0.130801366,8.45E-15,0.898380778,0.003109908,0.998285831,1.23E-12
gene-pspc1|pspc1,0.016654147,6.31E-19,0.744357904,4.32E-19,0.998285831,0
gene-LOC110439743|LOC110439743,NA,0.033793422,NA,0.404141723,0.998285831,0.288412832
gene-sgut1|sgut1,0.165884103,0.022967076,0.026842218,3.81E-14,0.998285831,1.51E-12
gene-snapc3|snapc3,2.39E-05,2.25E-10,0.317951137,3.56E-35,0.998285831,0
gene-chst10|chst10,1.49E-17,0.614972548,0.997924875,0.490353381,0.998285831,1.71E-12
gene-psip1a|psip1a,7.32E-05,0.283506982,0.404413165,0.028434882,0.998285831,0.001409334
gene-LOC108182421|LOC108182421,NA,NA,NA,NA,NA,NA
gene-LOC110439834|LOC110439834,NA,NA,NA,NA,NA,NA
gene-LOC108190026|LOC108190026,NA,NA,NA,NA,0.998285831,0.999999923
gene-si:ch1073-440b2.1|si:ch1073-440b2.1,0.468072877,6.15E-11,0.002514896,5.08E-30,0.998285831,0
gene-LOC103908832|LOC103908832,0.187783985,0.041898292,0.969524459,0.890055442,0.998285831,0.58748835
gene-LOC108190024|LOC108190024,0.163664368,0.205040481,0.887789635,0.129370047,0.998285831,0.477768549
gene-LOC108185504|LOC108185504,NA,0.381087887,0.519320658,0.164762953,0.998285831,0.711503938
gene-ednrba|ednrba,0.751352714,0.000321682,0.801434089,0.011087639,0.998285831,0.006707389
gene-LOC103908835|LOC103908835,NA,0.296780629,0.741776394,0.801263841,0.998285831,0.999999923
gene-poglut1|poglut1,0.001218507,0.034551663,0.076146508,1.14E-06,0.998285831,2.21E-07
gene-timmdc1|timmdc1,0.779408929,4.94E-06,0.666478001,1.57E-13,0.998285831,2.00E-13
gene-LOC103908837|LOC103908837,NA,NA,NA,NA,NA,NA
gene-zgc:172295|zgc:172295,5.08E-05,0.799805206,0.710084613,0.000337563,0.998285831,0.000127432
gene-pwp2h|pwp2h,0.000929578,8.80E-55,0.007937965,0,0.998285831,0
gene-gemin8|gemin8,0.132621322,8.98E-22,0.355631684,0.000129046,0.998285831,0
gene-hsf2bp|hsf2bp,NA,5.34E-41,0.193470629,3.92E-35,0.998285831,0
gene-cbsa|cbsa,0.993734136,0.331658831,0.004562466,0.034833803,0.998285831,0.053332614
gene-gpm6ba|gpm6ba,0.058206761,9.34E-05,0.037428266,9.92E-06,0.998285831,1.35E-07
gene-zgc:173948|zgc:173948,0.987369699,3.30E-14,0.787718637,1.66E-10,NA,0
gene-ankrd10a|ankrd10a,0.012599239,8.28E-32,0.373455037,0.004523584,0.757897172,0
gene-cars2|cars2,0.021481108,3.51E-11,0.915426926,2.02E-14,0.998285831,0
gene-irs2a|irs2a,0.692146882,0.48321816,0.000295126,0.891779215,0.998285831,0.072615537
gene-lig4|lig4,0.667450231,2.09E-48,0.681622604,1.23E-63,0.998285831,0
gene-fam155a|fam155a,0.684097842,0.793048649,0.964454922,0.048901929,0.998285831,0.855920025
gene-si:dkey-1h24.6|si:dkey-1h24.6,NA,0.003464966,0.852611207,2.82E-05,0.998285831,0.000155711
gene-si:dkey-1h24.2|si:dkey-1h24.2,0.566332157,5.73E-12,0.830852392,8.26E-14,0.998285831,0
gene-alg11|alg11,0.928038457,1.33E-13,0.999000377,1.81E-25,0.998285831,0
gene-raph1b|raph1b,0.07350265,0.121941354,0.065598477,6.47E-15,0.732756417,1.12E-12
gene-spp2|spp2,0.393434065,0.365070086,0.957472088,0.532170327,0.998285831,0.999999923
gene-zc3h13|zc3h13,0.003166143,1.54E-100,0.970010391,2.36E-129,0.998285831,0
gene-tm9sf2|tm9sf2,0.007211952,8.44E-44,0.324745332,3.35E-70,0.998285831,0
gene-zic2b|zic2b,0.372360952,NA,0.831119964,0.947418629,0.998285831,0.999999923
gene-im:7148405|im:7148405,NA,0.194689662,NA,0.011108451,0.911595885,0.084656349
